Root,No of derevatives found,derevatives found,Root Length,Has Vowel,Full Text
ءثل,1, وَأَثْلٍ,3,vowel,وَأَثْلٍ (1)
ءثم,22, ءَاثِمًا ءَاثِمٌ أَثَامًا أَثِيمًا أَثِيمٍ إِثْمًا إِثْمٌ إِثْمَ إِثْمُهُ الأَثِمِينَ الأَثِيمِ الإِثْمَ الإِثْمِ بِإِثْمِي بِالإِثْمِ تَأْثِيمًا تَأْثِيمٌ لإِثْمٍ وَإِثْمًا وَإِثْمُهُمَا وَإِثْمِكَ وَالإِثْمَ,3,vowel,[ءَاثِمًا] (1) ءَاثِمٌ (1) [أَثَامًا] (1) [أَثِيمًا] (1) أَثِيمٍ (5) [إِثْمًا] (7) إِثْمٌ (2) إِثْمَ (4) إِثْمُهُ (1) الأَثِمِينَ (1) الأَثِيمِ (1) الإِثْمَ (2) الإِثْمِ (6) [بِإِثْمِي] (1) بِالإِثْمِ (5) [تَأْثِيمًا] (1) تَأْثِيمٌ (1) لإِثْمٍ (1) وَ[إِثْمًا] (3) وَ[إِثْمُهُ]مَا (1) وَإِثْمِكَ (1) وَالإِثْمَ (1)
ءجج,2, أُجَاجًا أُجَاجٌ,3,vowel,[أُجَاجًا] (1) أُجَاجٌ (2)
ءجر,24, أَجْرًا أَجْرٌ أَجْرٍ أَجْرَ أَجْرَهَا أَجْرَهُ أَجْرَهُم أَجْرُ أَجْرُهُ أَجْرُهُم أَجْرِيَ أُجُورَكُم أُجُورَهُم أُجُورَهُنَّ اسْتَئْجَرْتَ اسْتَئْجِرْهُ تَأْجُرَنِي فَأَجِرْهُ فَأَجْرُهُ لأَجْرًا وَأَجْرًا وَأَجْرٌ وَأَجْرٍ وَلأَجْرُ,3,vowel,[أَجْرًا] (22) أَجْرٌ (11) أَجْرٍ (10) أَجْرَ (8) [أَجْرَ]هَا (1) [أَجْرَ]هُ (1) [أَجْرَ]هُم (6) أَجْرُ (3) [أَجْرُ]هُ (2) [أَجْرُ]هُم (6) أَجْرِيَ (9) [أُجُورَكُم] (2) [أُجُورَهُم] (4) أُجُورَهُنَّ (6) اسْتَئْجَرْتَ (1) اسْتَئْجِرْهُ (1) [تَأْجُرَنِي] (1) فَأَجِرْهُ (1) فَ[أَجْرُ]هُ (1) [لأَجْرًا] (3) وَ[أَجْرًا] (2) وَأَجْرٌ (5) وَأَجْرٍ (1) وَلأَجْرُ (2)
ءجل,21, أَجَلاً أَجَلٌ أَجَلٍ أَجَلَ أَجَلَنَا أَجَلَهَا أَجَلَهُ أَجَلَهُنَّ أَجَلُهَا أَجَلُهُم أَجَلُهُنَّ أَجَلِهِ أَجَّلْتَ أَجْلِ أُجِّلَت الأَجَلَ الأَجَلَيْنِ لأَجَلٍ مُؤَجَّلاً وَأَجَلٌ وَأَجَلٍ,3,vowel,(3/4) أَجَلاً (3) أَجَلٌ (4) أَجَلٍ (16) أَجَلَ (2) [أَجَلَ]نَا (1) [أَجَلَ]هَا (2) [أَجَلَ]هُ (1) [أَجَلَ]هُنَّ (4) [أَجَلُهَا] (1) [أَجَلُهُم] (6) أَجَلُهُنَّ (1) أَجَلِهِ (1) أَجَّلْتَ (1) أَجْلِ (1) [أُجِّلَت] (1) الأَجَلَ (1) [الأَجَلَ]يْنِ (1) لأَجَلٍ (4) مُؤَجَّلاً (1) وَأَجَلٌ (2) وَأَجَلٍ (2)
ءخذ,77, ءَأَتَّخِذُ ءَاخِذٌ ءَاخِذِينَ أَتَأْخُذُونَهُ أَتَتَّخِذُ أَتَتَّخِذُنَا أَتَّخَذْتُم أَتَّخَذْنَاهُم أَتَّخِذ أَتَّخِذُ أَخَذَ أَخَذَتِ أَخَذَتْهُ أَخَذَتْهُمُ أَخَذْتُ أَخَذْتُم أَخَذْتُهَا أَخَذْتُهُم أَخَذْنَا أَخَذْنَاهُم أَخْذًا أَخْذَ أَخْذَةً أَخْذَهُ أَخْذُ أُخِذَ أُخِذُوا بِأَخِذِيهِ تَأْخُذ تَأْخُذُهُ تَأْخُذُهُم تَأْخُذُوا تَأْخُذُونَهَا تَأْخُذُونَهُ تَأْخُذْكُم تُؤَاخِذْنَا تُؤَاخِذْنِي فَأَخَذَتْكُمُ فَأَخَذَتْهُم فَأَخَذَتْهُمُ فَأَخَذَهُ فَأَخَذَهُم فَأَخَذَهُمُ فَأَخَذْتُهُم فَأَخَذْنَاهُ فَأَخَذْنَاهُم فَيَأْخُذَكُم فَيُؤْخَذُ لأَتَّخِذَنَّ لأَخَذْنَا لِتَأْخُذُوهَا لِيَأْخُذَ لِيَأْخُذُوهُ نَأْخُذَ وَأَخَذَ وَأَخَذَتِ وَأَخَذْتُم وَأَخَذْنَ وَأَخَذْنَا وَأَخَذْنَاهُم وَأَخْذِهِمُ وَأُخِذُوا وَلْيَأْخُذُوا وَيَأْخُذُ يَأْخُذَهُم يَأْخُذُ يَأْخُذُوا يَأْخُذُونَ يَأْخُذُونَهَا يَأْخُذُوهُ يَأْخُذْهُ يُؤَاخِذُ يُؤَاخِذُكُم يُؤَاخِذُكُمُ يُؤَاخِذُهُم يُؤْخَذ يُؤْخَذُ,3,vowel,ءَ[أَتَّخِذ]ُ (1) ءَاخِذٌ (1) ءَاخِذِينَ (1) أَ[تَأْخُذ]ُونَهُ (1) أَتَتَّخِذُ (1) [أَتَتَّخِذُ]نَا (1) [أَتَّخَذْتُم] (1) [أَتَّخَذْنَاهُم] (1) [أَتَّخِذ] (1) [أَتَّخِذ]ُ (1) أَخَذَ (9) [أَخَذَ]تِ (1) [أَخَذَ]تْهُ (2) [أَخَذَ]تْهُمُ (1) أَخَذْتُ (1) [أَخَذْتُ]م (1) [أَخَذْتُ]هَا (1) [أَخَذْتُ]هُم (2) [أَخَذْنَا] (12) [أَخَذْنَاهُم] (2) [أَخْذًا] (1) أَخْذَ (1) [أَخْذَ]ةً (1) [أَخْذَ]هُ (1) أَخْذُ (1) أَفَاتَّخَذْتُم (1) أَفَتَتَّخِذُونَهُ (1) أُخِذَ (1) [أُخِذُوا] (1) اتَّخَذَ (15) اتَّخَذَت (1) اتَّخَذَهَا (1) اتَّخَذُوا (21) اتَّخَذُوهَا (1) اتَّخَذُوهُ (1) اتَّخَذُوهُم (1) اتَّخَذْتَ (1) اتَّخَذْتُ (1) اتَّخَذْتُم (2) اتَّخَذْتُمُ (2) اتَّخِذُونِي (1) اتَّخِذِي (1) بِأَخِذِيهِ (1) بِاتِّخَاذِكُمُ (1) [تَأْخُذ] (1) [تَأْخُذ]ُهُ (1) [تَأْخُذ]ُهُم (1) [تَأْخُذ]ُوا (2) [تَأْخُذ]ُونَهَا (1) [تَأْخُذ]ُونَهُ (1) [تَأْخُذ]ْكُم (1) تَتَّخِذَ (1) تَتَّخِذُوا (13) تَتَّخِذُونَ (3) [تُؤَاخِذْنَا] (1) [تُؤَاخِذْنِي] (1) خُذ (1) خُذُوا (5) خُذُوهُ (2) خُذِ (2) خُذْهَا (1) فَ[أَخَذَ]تْكُمُ (1) فَ[أَخَذَ]تْهُم (1) فَ[أَخَذَ]تْهُمُ (8) فَ[أَخَذَ]هُ (1) فَ[أَخَذَ]هُم (2) فَ[أَخَذَ]هُمُ (7) فَ[أَخَذْتُ]هُم (1) فَأَخَذْنَاهُ (3) فَ[أَخَذْنَاهُم] (4) فَاتَّخَذَ (1) فَاتَّخَذَت (1) فَاتَّخَذْتُمُوهُم (1) فَاتَّخِذُوهُ (1) فَاتَّخِذْهُ (1) فَخُذ (3) فَخُذُوهُ (2) فَخُذُوهُم (2) فَخُذْهَا (1) [فَيَأْخُذَكُم] (3) فَ[يُؤْخَذ]ُ (1) (3/5) لأَتَّخِذَنَّ (1) [لأَخَذْنَا] (1) لاَّتَّخَذُوكَ (1) لاَّتَّخَذْنَاهُ (1) لَتَّخَذْتَ (1) لَنَتَّخِذَنَّ (1) [لِتَأْخُذُوهَا] (1) لِيَأْخُذَ (1) لِ[يَأْخُذُ]وهُ (1) لِيَتَّخِذَ (1) مُتَّخِذَ (1) مُتَّخِذَاتِ (1) مُتَّخِذِي (1) نَأْخُذَ (1) نَتَّخِذَ (2) نَتَّخِذَهُ (2) وَأَخَذَ (2) [وَأَخَذَ]تِ (1) [وَأَخَذْتُم] (1) وَأَخَذْنَ (1) [وَأَخَذْنَ]ا (3) [وَأَخَذْنَ]اهُم (1) وَأَخْذِهِمُ (1) [وَأُخِذُوا] (1) وَاتَّخَذَ (4) وَاتَّخَذُوا (5) وَاتَّخَذْتُمُوهُ (1) وَاتَّخِذُوا (1) وَتَتَّخِذُونَ (1) وَخُذ (1) وَخُذُوا (1) وَخُذُوهُم (1) [وَلْ[يَأْخُذُ]وا] (2) وَيَأْخُذُ (1) وَيَتَّخِذَ (1) وَيَتَّخِذَهَا (1) وَيَتَّخِذُ (1) [يَأْخُذَهُم] (2) يَأْخُذُ (1) [يَأْخُذُ]وا (1) [يَأْخُذُ]ونَ (1) [يَأْخُذُ]ونَهَا (1) [يَأْخُذُ]وهُ (1) يَأْخُذْهُ (1) يَتَّخِذ (2) يَتَّخِذَ (5) يَتَّخِذُ (2) يَتَّخِذُوا (3) يَتَّخِذُونَ (1) يَتَّخِذُونَكَ (2) يَتَّخِذُوهُ (2) يَتَّخِذِ (2) يُؤَاخِذُ (2) [يُؤَاخِذُ]كُم (2) [يُؤَاخِذُ]كُمُ (2) [يُؤَاخِذُ]هُم (1) [يُؤْخَذ] (2) [يُؤْخَذ]ُ (2)
ءخر,60, ءَاخَرَ ءَاخَرَانِ ءَاخَرُونَ ءَاخَرِينَ ءَاخِرَهُ أَخَّرْتَنَا أَخَّرْتَنِ أَخَّرْتَنِي أَخَّرْنَا أَخِّرْنَا أُخَرَ أُخْرَاكُم أُخْرَاهُم أُخْرَى الأَخَرُ الأَخَرِ الأَخَرِينَ الأَخِرَ الأَخِرَةَ الأَخِرَةُ الأَخِرَةِ الأَخِرِ الأَخِرِينَ الأُخْرَى الْمُسْتَئْخِرِينَ بِأَخَرِينَ بِالأَخِرَةِ تَأَخَّرَ تَسْتَئْخِرُونَ فَأَخَرَانِ لأُخْرَاهُم لَلأَخِرَةَ لِلأَخِرِينَ نُؤَخِّرُهُ وَءَاخَرَ وَءَاخَرُ وَءَاخَرُونَ وَءَاخَرِينَ وَءَاخِرُ وَءَاخِرِنَا وَأَخَّرَ وَأَخَّرَت وَأُخَرَ وَأُخَرُ وَأُخْرَى وَالأَخِرَةَ وَالأَخِرَةُ وَالأَخِرَةِ وَالأَخِرُ وَالأَخِرِينَ وَبِالأَخِرَةِ وَلَلأَخِرَةُ وَيُؤَخِّرَكُم وَيُؤَخِّرْكُم يَتَأَخَّرَ يَسْتَأْخِرُونَ يَسْتَئْخِرُونَ يُؤَخَّرُ يُؤَخِّرَ يُؤَخِّرُهُم,3,vowel,(3/6) ءَاخَرَ (10) [ءَاخَرَ]انِ (1) ءَاخَرُونَ (1) ءَاخَرِينَ (8) ءَاخِرَهُ (1) [أَخَّرْتَنَا] (1) أَخَّرْتَنِ (1) [أَخَّرْتَنِ]ي (1) [أَخَّرْنَا] (1) [أَخِّرْنَا] (1) أُخَرَ (2) [أُخْرَاكُم] (1) [أُخْرَاهُم] (1) [أُخْرَى] (15) الأَخَرُ (2) الأَخَرِ (1) [الأَخَرِ]ينَ (5) الأَخِرَ (3) [الأَخِرَ]ةَ (11) [الأَخِرَ]ةُ (5) [الأَخِرَ]ةِ (55) الأَخِرِ (23) [الأَخِرِ]ينَ (8) [الأُخْرَى] (5) الْمُسْتَئْخِرِينَ (1) بِأَخَرِينَ (1) بِ[الأَخِرَ]ةِ (21) تَأَخَّرَ (2) تَسْتَئْخِرُونَ (1) فَأَخَرَانِ (1) [لأُخْرَاهُم] (1) لَلأَخِرَةَ (1) لِلأَخِرِينَ (1) نُؤَخِّرُهُ (1) وَءَاخَرَ (1) وَءَاخَرُ (1) [وَءَاخَرُ]ونَ (4) وَءَاخَرِينَ (3) وَءَاخِرُ (1) [وَءَاخِرِنَا] (1) وَأَخَّرَ (1) [وَأَخَّرَ]ت (1) وَأُخَرَ (2) وَأُخَرُ (1) وَ[أُخْرَى] (3) وَ[الأَخِرَ]ةَ (1) وَ[الأَخِرَ]ةُ (3) وَ[الأَخِرَ]ةِ (15) وَالأَخِرُ (1) وَ[الأَخِرِ]ينَ (1) وَبِ[الأَخِرَ]ةِ (1) وَلَلأَخِرَةُ (2) [وَ[يُؤَخِّرَ]كُم] (1) [وَيُؤَخِّرْكُم] (1) يَتَأَخَّرَ (1) يَسْتَأْخِرُونَ (1) يَسْتَئْخِرُونَ (4) يُؤَخَّرُ (1) يُؤَخِّرَ (1) [يُؤَخِّرُهُم] (3)
ءخو,49, أَخٌ أَخَا أَخَانَا أَخَاهُ أَخَاهُم أَخَوَاتِكُم أَخَوَاتِهِنَّ أَخَوَيْكُم أَخُوكَ أَخُوهُم أَخِي أَخِيهِ أُخْتٌ أُخْتُكَ إِخْوَانًا إِخْوَانَ إِخْوَانَهُم إِخْوَانِكُم إِخْوَانِهِنَّ إِخْوَةً إِخْوَةٌ إِخْوَةُ إِخْوَتِكَ إِخْوَتِي الأَخِ الأُخْتَيْنِ الأُخْتِ بِأَخٍ بِأَخِيكَ فَإِخْوَانُكُم لأَخِيهِ لأُخْتِهِ لإِخْوَانِهِم لإِخْوَانِهِمُ وَأَخَاهُ وَأَخَوَاتُكُم وَأَخُوكَ وَأَخُوهُ وَأَخِي وَأَخِيهِ وَإِخْوَانَكُم وَإِخْوَانُ وَإِخْوَانُكُم وَإِخْوَانُهُم وَإِخْوَانِهِم وَإِخْوَتِهِ وَلأَخِي وَلإِخْوَانِنَا يَاأُخْتَ,3,vowel,(3/7) أَخٌ (2) [أَخَا] (1) [أَخَانَا] (2) أَخَاهُ (4) [أَخَاهُ]م (8) [أَخَوَاتِكُم] (1) أَخَوَاتِهِنَّ (2) [أَخَوَيْكُم] (1) أَخُوكَ (1) [أَخُوهُم] (4) [أَخِي] (4) أَخِيهِ (10) أُخْتٌ (2) أُخْتَهَا (1) أُخْتُكَ (1) أُخْتِهَا (1) [إِخْوَانًا] (2) إِخْوَانَ (1) [إِخْوَانَ]هُم (1) [إِخْوَانِكُم] (1) إِخْوَانِهِنَّ (4) إِخْوَةً (1) إِخْوَةٌ (2) إِخْوَةُ (1) إِخْوَتِكَ (1) [إِخْوَتِي] (1) الأَخِ (1) الأُخْتَيْنِ (1) الأُخْتِ (1) بِأَخٍ (1) بِأَخِيكَ (1) [فَإِخْوَانُكُم] (3) لأَخِيهِ (1) لأُخْتِهِ (1) [لإِخْوَانِهِم] (3) [لإِخْوَانِهِم]ُ (1) وَأَخَاهُ (3) [وَأَخَوَاتُكُم] (2) وَأَخُوكَ (1) وَأَخُوهُ (1) وَ[أَخِي] (2) وَأَخِيهِ (4) وَ[إِخْوَانَ]كُم (1) وَإِخْوَانُ (1) [وَإِخْوَانُ]كُم (1) [وَإِخْوَانُ]هُم (1) [وَإِخْوَانِهِم] (1) وَإِخْوَتِهِ (1) [وَلأَخِي] (1) [وَلإِخْوَانِنَا] (1) يَاأُخْتَ (1)
ءدد,1, إِدًّا,3,vowel,[إِدًّا] (1)
ءدم,5, ءَادَمَ ءَادَمُ لأَدَمَ وَيَاءَادَمُ يَاءَادَمُ,3,vowel,ءَادَمَ (13) ءَادَمُ (2) لأَدَمَ (5) وَيَاءَادَمُ (1) يَاءَادَمُ (4)
ءدي,4, أَدُّوا تُؤَدُّوا فَلْيُؤَدِّ يُؤَدِّهِ,3,vowel,[أَدُّوا] (1) [تُؤَدُّوا] (1) فَلْيُؤَدِّ (1) وَأَدَاءٌ (1) يُؤَدِّهِ (2)
ءذ,13, أَءِذَا أَئِذَا إِذ إِذًا إِذَا إِذِ فَإِذ فَإِذًا فَإِذَا وَإِذ وَإِذًا وَإِذَا وَإِذِ,2,vowel,[أَءِذَا] (11) [أَئِذَا] (1) [إِذ] (156) [إِذ]ًا (26) [إِذ]َا (195) [إِذ]ِ (9) فَ[إِذ] (2) فَ[إِذ]ًا (1) فَ[إِذ]َا (86) وَ[إِذ] (69) وَ[إِذ]ًا (4) وَ[إِذ]َا (130) وَ[إِذ]ِ (3)
ءذن,45, ءَاذَانٌ ءَاذَانَ ءَاذَانِنَا ءَاذَانِهِم ءَاذَنتُكُم ءَاذَنَ ءَاذَنَّاكَ أَذِنتَ أَذِنَ أَذَّنَ أُذُنٌ أُذُنَيْهِ أُذُنُ أُذِنَ إِذْنِهِ ائْذَن اسْتَئْذَنَ اسْتَئْذَنَكَ اسْتَئْذَنُوكَ بِإِذْنِ بِإِذْنِهِ بِإِذْنِي بِالأُذُنِ تَأَذَّنَ فَأَذَّنَ فَأْذَن فَأْذَنُوا فَاسْتَئْذَنُوكَ فَبِإِذْنِ فَلْيَسْتَئْذِنُوا لِيَسْتَئْذِنكُمُ لِيُؤْذَنَ مُؤَذِّنٌ وَأَذَانٌ وَأَذِنَت وَأَذِّن وَالأُذُنَ وَيَسْتَئْذِنُ يَأْذَن يَأْذَنَ يَسْتَئْذِنُكَ يَسْتَئْذِنُونَكَ يَسْتَئْذِنُوهُ يُؤْذَنَ يُؤْذَنُ,3,vowel,(3/8) ءَاذَانٌ (3) ءَاذَانَ (1) [ءَاذَانِنَا] (1) [ءَاذَانِهِم] (7) [ءَاذَنتُكُم] (1) ءَاذَنَ (3) ءَاذَنَّاكَ (1) أَذِنتَ (1) أَذِنَ (5) أَذَّنَ (1) أُذُنٌ (2) أُذُنَيْهِ (1) أُذُنُ (1) أُذِنَ (1) إِذْنِهِ (1) [ائْذَن] (1) اسْتَئْذَنَ (1) [اسْتَئْذَنَ]كَ (1) اسْتَئْذَنُوكَ (1) بِإِذْنِ (23) [بِإِذْنِ]هِ (9) [بِإِذْنِ]ي (4) بِالأُذُنِ (1) تَأَذَّنَ (2) فَأَذَّنَ (1) [فَأْذَن] (1) [فَأْذَن]ُوا (1) فَاسْتَئْذَنُوكَ (1) فَبِإِذْنِ (2) [فَلْيَسْتَئْذِنُوا] (1) لِيَسْتَئْذِنكُمُ (1) لِيُؤْذَنَ (1) مُؤَذِّنٌ (2) وَأَذَانٌ (1) وَ[أَذِنَ]ت (2) [وَأَذِّن] (1) وَالأُذُنَ (1) وَيَسْتَئْذِنُ (1) [يَأْذَن] (1) [يَأْذَن]َ (2) يَسْتَئْذِنُكَ (2) يَسْتَئْذِنُونَكَ (2) يَسْتَئْذِنُوهُ (1) يُؤْذَنَ (2) يُؤْذَنُ (2)
ءذي,13, ءَاذَوْا ءَاذَيْتُمُونَا أَذًى أَذَاهُم أُوذِينَا أُوذِيَ تُؤْذُوا فَأَذُوهُمَا وَأُوذُوا وَالأَذَى يُؤْذَيْنَ يُؤْذُونَ يُؤْذِي,3,vowel,[ءَاذَوْا] (1) [ءَاذَيْتُمُونَا] (1) [أَذًى] (7) [أَذَاهُم] (1) [أُوذِينَا] (1) أُوذِيَ (1) [تُؤْذُوا] (1) تُؤْذُونَنِي (1) [فَأَذُوهُمَا] (1) [وَأُوذُوا] (2) [وَالأَذَى] (1) يُؤْذَيْنَ (1) يُؤْذُونَ (4) [يُؤْذِي] (1)
ءرب,2, الإِرْبَةِ مَئَارِبُ,3,vowel,الإِرْبَةِ (1) مَئَارِبُ (1)
ءرض,18, أَرْضًا أَرْضٍ أَرْضَهُم أَرْضُ أَرْضِ أَرْضِكُم أَرْضِنَا أَرْضِي الأَرْضَ الأَرْضُ الأَرْضِ وَأَرْضًا وَأَرْضُ وَالأَرْضَ وَالأَرْضُ وَالأَرْضِ وَلِلأَرْضِ يَاأَرْضُ,3,vowel,[أَرْضًا] (1) أَرْضٍ (1) [أَرْضَهُم] (1) أَرْضُ (1) أَرْضِ (2) [أَرْضِ]كُم (3) [أَرْضِ]نَا (3) [أَرْضِ]ي (1) الأَرْضَ (45) الأَرْضُ (23) الأَرْضِ (219) وَ[أَرْضًا] (1) وَأَرْضُ (1) وَالأَرْضَ (41) وَالأَرْضُ (8) وَالأَرْضِ (108) وَلِلأَرْضِ (1) يَاأَرْضُ (1)
ءرك,0,,3,vowel,الأَرَائِكِ (5)
ءرم,1, إِرَمَ,3,vowel,إِرَمَ (1)
ءزر,3, ءَازَرَ أَزْرِي فَأَزَرَهُ,3,vowel,ءَازَرَ (1) [أَزْرِي] (1) فَأَزَرَهُ (1) (3/9)
ءزز,2, أَزًّا تَؤُزُّهُم,3,vowel,[أَزًّا] (1) [تَؤُزُّهُم] (1)
ءزف,3, أَزِفَتِ الأَزِفَةُ الأَزِفَةِ,3,vowel,أَزِفَتِ (1) الأَزِفَةُ (1) الأَزِفَةِ (1)
ءسر,5, أَسْرَهُم أُسَارَى الأَسْرَى وَأَسِيرًا وَتَأْسِرُونَ,3,vowel,[أَسْرَهُم] (1) [أُسَارَى] (1) [الأَسْرَى] (1) [وَأَسِيرًا] (1) وَتَأْسِرُونَ (1)
ءسس,2, أَسَّسَ أُسِّسَ,3,vowel,أَسَّسَ (2) أُسِّسَ (1)
ءسف,4, ءَاسَفُونَا أَسَفًا أَسِفًا يَاأَسَفَى,3,vowel,[ءَاسَفُونَا] (1) [أَسَفًا] (1) [أَسِفًا] (2) [يَاأَسَفَى] (1)
ءسن,1, ءَاسِنٍ,3,vowel,ءَاسِنٍ (1)
ءسي,3, ءَاسَى تَأْسَ تَأْسَوْا,3,vowel,[ءَاسَى] (1) تَأْسَ (2) [تَأْسَ]وْا (1)
ءشر,2, أَشِرٌ الأَشِرُ,3,vowel,أَشِرٌ (1) الأَشِرُ (1)
ءصر,3, إِصْرًا إِصْرَهُم إِصْرِي,3,vowel,[إِصْرًا] (1) [إِصْرَهُم] (1) [إِصْرِي] (1)
ءصل,5, أَصْلُهَا أَصْلِ أُصُولِهَا وَأَصِيلاً وَالأَصَالِ,3,vowel,[أَصْلُهَا] (1) أَصْلِ (1) [أُصُولِهَا] (1) وَأَصِيلاً (4) وَالأَصَالِ (3)
ءفف,1, أُفٍّ,3,vowel,أُفٍّ (3)
ءفق,1, بِالأُفُقِ,3,vowel,بِالأُفُقِ (2)
ءفك,16, أَئِفْكًا أَفَّاكٍ أُفِكَ إِفْكًا إِفْكٌ إِفْكُهُم إِفْكِهِم بِالإِفْكِ تُؤْفَكُونَ لِتَأْفِكَنَا وَالْمُؤْتَفِكَاتُ وَالْمُؤْتَفِكَاتِ وَالْمُؤْتَفِكَةَ يَأْفِكُونَ يُؤْفَكُ يُؤْفَكُونَ,3,vowel,[أَئِفْكًا] (1) أَفَّاكٍ (2) أُفِكَ (1) [إِفْكًا] (1) إِفْكٌ (4) [إِفْكُهُم] (1) [إِفْكِهِم] (1) بِالإِفْكِ (1) تُؤْفَكُونَ (4) [لِتَأْفِكَنَا] (1) وَالْمُؤْتَفِكَاتُ (1) وَالْمُؤْتَفِكَاتِ (1) وَالْمُؤْتَفِكَةَ (1) يَأْفِكُونَ (2) يُؤْفَكُ (2) [يُؤْفَكُ]ونَ (6)
ءفل,3, أَفَلَ أَفَلَت الأَفِلِينَ,3,vowel,أَفَلَ (2) [أَفَلَ]ت (1) الأَفِلِينَ (1) (3/10)
ءكل,39, أَكَلَ أَكَلَهُ أَكَّالُونَ أَكْلاً أُكُلٍ أُكُلَهَا أُكُلُهَا أُكُلُهُ الأُكُلِ تَأْكُل تَأْكُلُ تَأْكُلُهُ تَأْكُلُوا تَأْكُلُونَ تَأْكُلُوهَا فَأَكَلاَ فَأَكَلَهُ فَتَأْكُلُ فَلْيَأْكُل لأَكَلُوا لأَكِلُونَ لَيَأْكُلُونَ لِتَأْكُلُوا لِيَأْكُلُوا مَأْكُولٍ نَأْكُلَ وَأَكْلِهِم وَأَكْلِهِمُ وَتَأْكُلُونَ وَيَأْكُلُونَ يَأْكُلاَنِ يَأْكُلَ يَأْكُلَهُ يَأْكُلُ يَأْكُلُهُ يَأْكُلُهُنَّ يَأْكُلُوا يَأْكُلُونَ يَأْكُلْنَ,3,vowel,أَكَلَ (1) [أَكَلَ]هُ (1) أَكَّالُونَ (1) أَكْلاً (1) أُكُلٍ (1) [أُكُلَهَا] (3) [أُكُلُهَا] (1) أُكُلُهُ (1) الأُكُلِ (1) [تَأْكُل] (2) [تَأْكُل]ُ (4) [تَأْكُل]ُهُ (1) [تَأْكُل]ُوا (8) [تَأْكُل]ُونَ (11) [تَأْكُل]ُوهَا (1) فَأَكَلاَ (1) فَ[أَكَلَ]هُ (1) فَ[تَأْكُل]ُ (1) فَكُلاَ (1) فَكُلاًّ (1) فَكُلُوا (7) فَكُلُوهُ (1) فَكُلِي (1) [فَلْيَأْكُل] (1) كُلُوا (15) كُلِي (1) [لأَكَلُوا] (1) لأَكِلُونَ (2) لَ[يَأْكُلُ]ونَ (2) لِ[تَأْكُل]ُوا (2) لِلأَكِلِينَ (1) [لِ[يَأْكُلُ]وا] (1) مَأْكُولٍ (1) نَأْكُلَ (1) [وَأَكْلِهِم] (1) [وَأَكْلِهِم]ُ (2) وَ[تَأْكُل]ُونَ (1) وَكُلاَ (1) وَكُلُوا (5) وَ[يَأْكُلُ]ونَ (1) يَأْكُلاَنِ (1) يَأْكُلَ (1) [يَأْكُلَ]هُ (1) يَأْكُلُ (4) [يَأْكُلُ]هُ (1) [يَأْكُلُ]هُنَّ (2) [يَأْكُلُ]وا (1) [يَأْكُلُ]ونَ (7) يَأْكُلْنَ (1)
ءلت,1, أَلَتْنَاهُم,3,vowel,[أَلَتْنَاهُم] (1) يَلِتْكُم (1)
ءلف,18, ءَالاَفٍ أَلَّفَ أَلَّفْتَ أَلْفًا أَلْفٌ أَلْفٍ أَلْفَ أَلْفَيْنِ أَلْفِ أُلُوفٌ إِلاَفِهِم بِأَلْفٍ فَأَلَّفَ كَأَلْفِ لإِيلاَفِ وَأَلَّفَ وَالْمُؤَلَّفَةِ يُؤَلِّفُ,3,vowel,ءَالاَفٍ (2) أَلَّفَ (1) أَلَّفْتَ (1) [أَلْفًا] (1) أَلْفٌ (1) أَلْفٍ (1) أَلْفَ (4) [أَلْفَ]يْنِ (1) أَلْفِ (1) أُلُوفٌ (1) [إِلاَفِهِم] (1) بِأَلْفٍ (1) فَأَلَّفَ (1) كَأَلْفِ (1) لإِيلاَفِ (1) وَأَلَّفَ (1) وَالْمُؤَلَّفَةِ (1) يُؤَلِّفُ (1)
ءلل,1, إِلاًّ,3,vowel,(3/11) إِلاًّ (2) الَّتِي (57) الَّذَيْنِ (1) الَّذِي (268) الَّذِينَ (810) الَّلائِي (2) الَّلاتِي (8) بِالَّتِي (7) بِالَّذِي (11) بِالَّذِينَ (6) فَالَّذِينَ (10) كَالَّتِي (1) كَالَّذِي (5) كَالَّذِينَ (9) لَلَّذِي (1) لَلَّذِينَ (1) لِلَّتِي (1) لِلَّذِي (3) لِلَّذِينَ (79) وَالَّتِي (2) وَالَّذَانِ (1) وَالَّذِي (15) وَالَّذِين (1) وَالَّذِينَ (163) وَالَّلائِي (2) وَالَّلاتِي (2) وَبِالَّذِي (1) وَلِلَّذِينَ (1)
ءلم,8, أَلِيمًا أَلِيمٌ أَلِيمٍ الأَلِيمَ الأَلِيمُ الأَلِيمِ تَأْلَمُونَ يَأْلَمُونَ,3,vowel,[أَلِيمًا] (14) أَلِيمٌ (38) أَلِيمٍ (14) الأَلِيمَ (4) الأَلِيمُ (1) الأَلِيمِ (1) تَأْلَمُونَ (2) يَأْلَمُونَ (1)
