Term,Normalized Term,Root,Is Sure,Source
الْأَبُّ,الأب,	أب ب,TRUE,mukhtar.bok
الْمَمْثُونُ,الممثون,	م ث ن,TRUE,mukhtar.bok
مَجَّ,مج,	م ج ج,TRUE,mukhtar.bok
الْمُجَاجُ,المجاج,	م ج ج,TRUE,mukhtar.bok
الْمُجَاجَةُ,المجاجة,	م ج ج,TRUE,mukhtar.bok
مَجْمَجَ,مجمج,	م ج ج,TRUE,mukhtar.bok
الْمَجْدُ,المجد,	م ج د,TRUE,mukhtar.bok
مَجُدَ,مجد,	م ج د,TRUE,mukhtar.bok
مَجْدًا,مجدا,	م ج د,TRUE,mukhtar.bok
مَجِيدٌ,مجيد,	م ج د,TRUE,mukhtar.bok
مَاجِدٌ,ماجد,	م ج د,TRUE,mukhtar.bok
اسْتَمْجَدَ,استمجد,	م ج د,TRUE,mukhtar.bok
الْمَجْرُ,المجر,	م ج ر,TRUE,mukhtar.bok
الْمَجُوسِيَّةُ,المجوسية,	م ج س,TRUE,mukhtar.bok
الْمَجُوسِيُّ,المجوسي,	م ج س,TRUE,mukhtar.bok
الْمَجُوسُ,المجوس,	م ج س,TRUE,mukhtar.bok
تَمَجَّسَ,تمجس,	م ج س,TRUE,mukhtar.bok
مَجَّسَهُ,مجسه,	م ج س,TRUE,mukhtar.bok
الْمُجُونُ,المجون,	م ج ن,TRUE,mukhtar.bok
مَجَنَ,مجن,	م ج ن,TRUE,mukhtar.bok
مَجَانَةً,مجانة,	م ج ن,TRUE,mukhtar.bok
مَاجِنٌ,ماجن,	م ج ن,TRUE,mukhtar.bok
مُجَّانٌ,مجان,	م ج ن,TRUE,mukhtar.bok
مَجَّانًا,مجانا,	م ج ن,TRUE,mukhtar.bok
مَحَصَ,محص,	م ح ص,TRUE,mukhtar.bok
التَّمْحِيصُ,التمحيص,	م ح ص,TRUE,mukhtar.bok
الْمَحْضُ,المحض,	م ح ض,TRUE,mukhtar.bok
مَحَضَهُ,محضه,	م ح ض,TRUE,mukhtar.bok
أَمْحَضَهُ,أمحضه,	م ح ض,TRUE,mukhtar.bok
مَحَضْتَهُ,محضته,	م ح ض,TRUE,mukhtar.bok
مَحْضٌ,محض,	م ح ض,TRUE,mukhtar.bok
مَحَقَهُ,محقه,	م ح ق,TRUE,mukhtar.bok
تَمَحَّقَ,تمحق,	م ح ق,TRUE,mukhtar.bok
امْتَحَقَ,امتحق,	م ح ق,TRUE,mukhtar.bok
الْمُحَاقُ,المحاق,	م ح ق,TRUE,mukhtar.bok
مَحَقَهُ,محقه,	م ح ق,TRUE,mukhtar.bok
أَمْحَقَهُ,أمحقه,	م ح ق,TRUE,mukhtar.bok
الْمَحْلُ,المحل,	م ح ل,TRUE,mukhtar.bok
مَاحِلٌ,ماحل,	م ح ل,TRUE,mukhtar.bok
مَاحِلٌ,ماحل,	م ح ل,TRUE,mukhtar.bok
مَحْلٌ,محل,	م ح ل,TRUE,mukhtar.bok
مُحُولٌ,محول,	م ح ل,TRUE,mukhtar.bok
أَمْحَلَتْ,أمحلت,	م ح ل,TRUE,mukhtar.bok
أَمْحَلَ,أمحل,	م ح ل,TRUE,mukhtar.bok
مَاحِلٌ,ماحل,	م ح ل,TRUE,mukhtar.bok
مُمْحِلٌ,ممحل,	م ح ل,TRUE,mukhtar.bok
أَمْحَلَ,أمحل,	م ح ل,TRUE,mukhtar.bok
الْمَحْلُ,المحل,	م ح ل,TRUE,mukhtar.bok
مَحَلَ,محل,	م ح ل,TRUE,mukhtar.bok
مَاحِلٌ,ماحل,	م ح ل,TRUE,mukhtar.bok
مَحُولٌ,محول,	م ح ل,TRUE,mukhtar.bok
الْمُمَاحَلَةُ,المماحلة,	م ح ل,TRUE,mukhtar.bok
تَمَحَّلَ,تمحل,	م ح ل,TRUE,mukhtar.bok
مُتَمَحِّلٌ,متمحل,	م ح ل,TRUE,mukhtar.bok
مُتَمَاحِلٌ,متماحل,	م ح ل,TRUE,mukhtar.bok
الْمِحْنَةُ,المحنة,	م ح ن,TRUE,mukhtar.bok
الْمِحَنِ,المحن,	م ح ن,TRUE,mukhtar.bok
مَحَنَهُ,محنه,	م ح ن,TRUE,mukhtar.bok
امْتَحَنَهُ,امتحنه,	م ح ن,TRUE,mukhtar.bok
الْمِحْنَةُ,المحنة,	م ح ن,TRUE,mukhtar.bok
مَحَا,محا,	م ح ا,TRUE,mukhtar.bok
مَحْيًا,محيا,	م ح ا,TRUE,mukhtar.bok
مَمْحُوٌّ,ممحو,	م ح ا,TRUE,mukhtar.bok
مَمْحِيٌّ,ممحي,	م ح ا,TRUE,mukhtar.bok
امَّحَى,امحى,	م ح ا,TRUE,mukhtar.bok
امْتَحَى,امتحى,	م ح ا,TRUE,mukhtar.bok
الْمُخُّ,المخ,	م خ خ,TRUE,mukhtar.bok
الْمُخَّةُ,المخة,	م خ خ,TRUE,mukhtar.bok
امْتَخَخْتُ,امتخخت,	م خ خ,TRUE,mukhtar.bok
تَمَخَّخْتُهُ,تمخخته,	م خ خ,TRUE,mukhtar.bok
مَخَرَتِ,مخرت,	م خ ر,TRUE,mukhtar.bok
مَخَضَ,مخض,	م خ ض,TRUE,mukhtar.bok
الْمَخِيضُ,المخيض,	م خ ض,TRUE,mukhtar.bok
الْمَمْخُوضُ,الممخوض,	م خ ض,TRUE,mukhtar.bok
تَمَخَّضَ,تمخض,	م خ ض,TRUE,mukhtar.bok
امْتَخَضَ,امتخض,	م خ ض,TRUE,mukhtar.bok
الْمَخَاضُ,المخاض,	م خ ض,TRUE,mukhtar.bok
مَخِضَتِ,مخضت,	م خ ض,TRUE,mukhtar.bok
مَخَاضًا,مخاضا,	م خ ض,TRUE,mukhtar.bok
مَاخِضٌ,ماخض,	م خ ض,TRUE,mukhtar.bok
الْمَخَاضُ,المخاض,	م خ ض,TRUE,mukhtar.bok
الْمُخَاطُ,المخاط,	م خ ط,TRUE,mukhtar.bok
مَخَطَهُ,مخطه,	م خ ط,TRUE,mukhtar.bok
امْتَخَطَ,امتخط,	م خ ط,TRUE,mukhtar.bok
تَمَخَّطَ,تمخط,	م خ ط,TRUE,mukhtar.bok
الْمَدْحُ,المدح,	م د ح,TRUE,mukhtar.bok
الْمِدْحَةُ,المدحة,	م د ح,TRUE,mukhtar.bok
الْمَدِيحُ,المديح,	م د ح,TRUE,mukhtar.bok
الْأُمْدُوحَةُ,الأمدوحة,	م د ح,TRUE,mukhtar.bok
امْتَدَحَهُ,امتدحه,	م د ح,TRUE,mukhtar.bok
مَدَحَهُ,مدحه,	م د ح,TRUE,mukhtar.bok
تَمَدَّحَ,تمدح,	م د ح,TRUE,mukhtar.bok
مُمَدَّحٌ,ممدح,	م د ح,TRUE,mukhtar.bok
مَمْدُوحٌ,ممدوح,	م د ح,TRUE,mukhtar.bok
مَدَّهُ,مده,	م د د,TRUE,mukhtar.bok
الْمَادَّةُ,المادة,	م د د,TRUE,mukhtar.bok
مَدَّ,مد,	م د د,TRUE,mukhtar.bok
مَدَّهُ,مده,	م د د,TRUE,mukhtar.bok
الْمَدُّ,المد,	م د د,TRUE,mukhtar.bok
مَدَّ,مد,	م د د,TRUE,mukhtar.bok
مَدِّ,مد,	م د د,TRUE,mukhtar.bok
مَدِيدُ,مديد,	م د د,TRUE,mukhtar.bok
تَمَدَّدَ,تمدد,	م د د,TRUE,mukhtar.bok
الْمُدُّ,المد,	م د د,TRUE,mukhtar.bok
مُدَّةٌ,مدة,	م د د,TRUE,mukhtar.bok
الْمُدَّةُ,المدة,	م د د,TRUE,mukhtar.bok
مَدَدْتُ,مددت,	م د د,TRUE,mukhtar.bok
الْمِدَّةُ,المدة,	م د د,TRUE,mukhtar.bok
الْمِدَادُ,المداد,	م د د,TRUE,mukhtar.bok
مَدَّ,مد,	م د د,TRUE,mukhtar.bok
أَمَدَّهَا,أمدها,	م د د,TRUE,mukhtar.bok
أَمْدَدْتُ,أمددت,	م د د,TRUE,mukhtar.bok
بِمَدَدٍ,بمدد,	م د د,TRUE,mukhtar.bok
الِاسْتِمْدَادُ,الاستمداد,	م د د,TRUE,mukhtar.bok
مَدَدْنَا,مددنا,	م د د,TRUE,mukhtar.bok
أَمْدَدْنَاهُمْ,أمددناهم,	م د د,TRUE,mukhtar.bok
أَمَدَّ,أمد,	م د د,TRUE,mukhtar.bok
الْمَدَرَةُ,المدرة,	م د ر,TRUE,mukhtar.bok
الْمَدَرِ,المدر,	م د ر,TRUE,mukhtar.bok
مَدَرَةً,مدرة,	م د ر,TRUE,mukhtar.bok
تَمَدَّلَ,تمدل,	م د ل,TRUE,mukhtar.bok
مَدَنَ,مدن,	م د ن,TRUE,mukhtar.bok
الْمَدِينَةُ,المدينة,	م د ن,TRUE,mukhtar.bok
مَدَائِنُ,مداأن,	م د ن,TRUE,mukhtar.bok
مُدْنٌ,مدن,	م د ن,TRUE,mukhtar.bok
مُدُنٌ,مدن,	م د ن,TRUE,mukhtar.bok
مَدَّنَ,مدن,	م د ن,TRUE,mukhtar.bok
تَمْدِينًا,تمدينا,	م د ن,TRUE,mukhtar.bok
مَدَنِيٌّ,مدني,	م د ن,TRUE,mukhtar.bok
مَدِينِيٌّ,مديني,	م د ن,TRUE,mukhtar.bok
مَدَائِنِيٌّ,مداأني,	م د ن,TRUE,mukhtar.bok
مَدْيَنُ,مدين,	م د ن,TRUE,mukhtar.bok
الْمَدَى,المدى,	م د ي,TRUE,mukhtar.bok
الْمُدْيَةُ,المدية,	م د ي,TRUE,mukhtar.bok
مُدْيَاتٌ,مديات,	م د ي,TRUE,mukhtar.bok
مُدًى,مدى,	م د ي,TRUE,mukhtar.bok
الْمُدْيُ,المدي,	م د ي,TRUE,mukhtar.bok
مَذِرَتِ,مذرت,	م ذ ر,TRUE,mukhtar.bok
مَذَقَ,مذق,	م ذ ق,TRUE,mukhtar.bok
مَذَّاقٌ,مذاق,	م ذ ق,TRUE,mukhtar.bok
مُمَاذِقٌ,مماذق,	م ذ ق,TRUE,mukhtar.bok
الْمَاذِيُّ,الماذي,	م ذ ي,TRUE,mukhtar.bok
مَرُؤَ,مرأ,	م ر ا,TRUE,mukhtar.bok
مَرِيئًا,مريأا,	م ر ا,TRUE,mukhtar.bok
مَرِئَ,مرأ,	م ر ا,TRUE,mukhtar.bok
مَرَأَهُ,مرأه,	م ر ا,TRUE,mukhtar.bok
أَمْرَأَهُ,أمرأه,	م ر ا,TRUE,mukhtar.bok
مَرِئَ,مرأ,	م ر ا,TRUE,mukhtar.bok
الْمُرُوءَةُ,المروأة,	م ر ا,TRUE,mukhtar.bok
مَرِيءُ,مريأ,	م ر ا,TRUE,mukhtar.bok
الْمَرْءُ,المرأ,	م ر ا,TRUE,mukhtar.bok
مَرْءَانِ,مرأان,	م ر ا,TRUE,mukhtar.bok
مَرْأَةٌ,مرأة,	م ر ا,TRUE,mukhtar.bok
مَرَةٌ,مرة,	م ر ا,TRUE,mukhtar.bok
الْمَرْجُ,المرج,	م ر ج,TRUE,mukhtar.bok
مَرَجَ,مرج,	م ر ج,TRUE,mukhtar.bok
مَرِجَ,مرج,	م ر ج,TRUE,mukhtar.bok
الْمَرْجِ,المرج,	م ر ج,TRUE,mukhtar.bok
مَرِيجٌ,مريج,	م ر ج,TRUE,mukhtar.bok
أَمْرَجَتِ,أمرجت,	م ر ج,TRUE,mukhtar.bok
مَارِجٌ,مارج,	م ر ج,TRUE,mukhtar.bok
الْمَرْجَانُ,المرجان,	م ر ج,TRUE,mukhtar.bok
الْمَرَحُ,المرح,	م ر ح,TRUE,mukhtar.bok
مَرِحٌ,مرح,	م ر ح,TRUE,mukhtar.bok
مِرِّيحٌ,مريح,	م ر ح,TRUE,mukhtar.bok
أَمْرَحَهُ,أمرحه,	م ر ح,TRUE,mukhtar.bok
الْمِرَاحُ,المراح,	م ر ح,TRUE,mukhtar.bok
مَرَخَ,مرخ,	م ر خ,TRUE,mukhtar.bok
مَرَّخَهُ تَمْرِيخًا,مرخهتمريخا,	م ر خ,TRUE,mukhtar.bok
الْمِرِّيخُ,المريخ,	م ر خ,TRUE,mukhtar.bok
أَمْرَدُ,أمرد,	م ر د,TRUE,mukhtar.bok
الْمَرَدِ,المرد,	م ر د,TRUE,mukhtar.bok
مَرْدَاءُ,مرداأ,	م ر د,TRUE,mukhtar.bok
أَمْرَدُ,أمرد,	م ر د,TRUE,mukhtar.bok
تَمْرِيدُ,تمريد,	م ر د,TRUE,mukhtar.bok
الْمُرُودُ,المرود,	م ر د,TRUE,mukhtar.bok
الْمَارِدُ,المارد,	م ر د,TRUE,mukhtar.bok
مَارِدٌ,مارد,	م ر د,TRUE,mukhtar.bok
مَرِيدٌ,مريد,	م ر د,TRUE,mukhtar.bok
الْمِرِّيدُ,المريد,	م ر د,TRUE,mukhtar.bok
الْمَرَادَةِ,المرادة,	م ر د,TRUE,mukhtar.bok
الْمَرَارَةُ,المرارة,	م ر ر,TRUE,mukhtar.bok
الْمِرَّةُ,المرة,	م ر ر,TRUE,mukhtar.bok
مُرٌّ,مر,	م ر ر,TRUE,mukhtar.bok
أَمْرَارٌ,أمرار,	م ر ر,TRUE,mukhtar.bok
الْأَمَرَّانِ,الأمران,	م ر ر,TRUE,mukhtar.bok
الْمُرِّيُّ,المري,	م ر ر,TRUE,mukhtar.bok
مُرَّةَ,مرة,	م ر ر,TRUE,mukhtar.bok
الْمَرَّةُ,المرة,	م ر ر,TRUE,mukhtar.bok
الْمَرِّ,المر,	م ر ر,TRUE,mukhtar.bok
الْمِرَارِ,المرار,	م ر ر,TRUE,mukhtar.bok
الْمَرْمَرُ,المرمر,	م ر ر,TRUE,mukhtar.bok
الْمِرَّةُ,المرة,	م ر ر,TRUE,mukhtar.bok
مَرِيرٌ,مرير,	م ر ر,TRUE,mukhtar.bok
مَرَّ,مر,	م ر ر,TRUE,mukhtar.bok
مُرُورًا,مرورا,	م ر ر,TRUE,mukhtar.bok
اسْتَمَرَّ,استمر,	م ر ر,TRUE,mukhtar.bok
الْمَمَرُّ,الممر,	م ر ر,TRUE,mukhtar.bok
أَمَرَّ,أمر,	م ر ر,TRUE,mukhtar.bok
مُرًّا,مرا,	م ر ر,TRUE,mukhtar.bok
مَرَّ,مر,	م ر ر,TRUE,mukhtar.bok
مَرَارَةً,مرارة,	م ر ر,TRUE,mukhtar.bok
مُرٌّ,مر,	م ر ر,TRUE,mukhtar.bok
أَمَرَّهُ,أمره,	م ر ر,TRUE,mukhtar.bok
مَرَّرَهُ,مرره,	م ر ر,TRUE,mukhtar.bok
أَمَرَّ,أمر,	م ر ر,TRUE,mukhtar.bok
الْمِرَاسُ,المراس,	م ر س,TRUE,mukhtar.bok
مَرَسَ,مرس,	م ر س,TRUE,mukhtar.bok
مَرَثَهُ,مرثه,	م ر س,TRUE,mukhtar.bok
الْمَارَسْتَانُ,المارستان,	م ر س,TRUE,mukhtar.bok
الْمَرَضُ,المرض,	م ر ض,TRUE,mukhtar.bok
أَمْرَضَهُ,أمرضه,	م ر ض,TRUE,mukhtar.bok
مَرَّضَهُ,مرضه,	م ر ض,TRUE,mukhtar.bok
تَمْرِيضًا,تمريضا,	م ر ض,TRUE,mukhtar.bok
التَّمَارُضُ,التمارض,	م ر ض,TRUE,mukhtar.bok
مَرِيضَةٌ,مريضة,	م ر ض,TRUE,mukhtar.bok
الْمِرْطُ,المرط,	م ر ط,TRUE,mukhtar.bok
الْمُرُوطِ,المروط,	م ر ط,TRUE,mukhtar.bok
تَمَرَّطَ,تمرط,	م ر ط,TRUE,mukhtar.bok
الْمُرَيْطَاءُ,المريطاأ,	م ر ط,TRUE,mukhtar.bok
الْمَرِيعُ,المريع,	م ر ع,TRUE,mukhtar.bok
مَرُعَ,مرع,	م ر ع,TRUE,mukhtar.bok
أَمْرَعَ,أمرع,	م ر ع,TRUE,mukhtar.bok
مَرِيعٌ,مريع,	م ر ع,TRUE,mukhtar.bok
مُمْرِعٌ,ممرع,	م ر ع,TRUE,mukhtar.bok
أَمْرَعَهُ,أمرعه,	م ر ع,TRUE,mukhtar.bok
مَرَّغَهُ,مرغه,	م ر غ,TRUE,mukhtar.bok
تَمْرِيغًا,تمريغا,	م ر غ,TRUE,mukhtar.bok
فَتَمَرَّغَ,فتمرغ,	م ر غ,TRUE,mukhtar.bok
مُتَمَرَّغٌ,متمرغ,	م ر غ,TRUE,mukhtar.bok
مَرَاغٌ,مراغ,	م ر غ,TRUE,mukhtar.bok
مَرَاغَةٌ,مراغة,	م ر غ,TRUE,mukhtar.bok
الْمَرَقُ,المرق,	م ر ق,TRUE,mukhtar.bok
الْمَرَقَةُ,المرقة,	م ر ق,TRUE,mukhtar.bok
مَرَقَ,مرق,	م ر ق,TRUE,mukhtar.bok
أَمْرَقَهَا,أمرقها,	م ر ق,TRUE,mukhtar.bok
مَرَقَ,مرق,	م ر ق,TRUE,mukhtar.bok
مَارِقَةً,مارقة,	م ر ق,TRUE,mukhtar.bok
الْمَارِقِ,المارق,	م ر ق,TRUE,mukhtar.bok
مُرَّاقٌ,مراق,	م ر ق,TRUE,mukhtar.bok
مَرَنَ,مرن,	م ر ن,TRUE,mukhtar.bok
مَرَانَةً,مرانة,	م ر ن,TRUE,mukhtar.bok
الْمَرَانَةُ,المرانة,	م ر ن,TRUE,mukhtar.bok
التَّمْرِينُ,التمرين,	م ر ن,TRUE,mukhtar.bok
الْمَارِنُ,المارن,	م ر ن,TRUE,mukhtar.bok
الْمُرَّانُ,المران,	م ر ن,TRUE,mukhtar.bok
مُرَّانَةٌ,مرانة,	م ر ن,TRUE,mukhtar.bok
الْمَرْوُ,المرو,	م ر ا,TRUE,mukhtar.bok
مَرْوَةٌ,مروة,	م ر ا,TRUE,mukhtar.bok
الْمَرْوَةُ,المروة,	م ر ا,TRUE,mukhtar.bok
مَرَاهُ,مراه,	م ر ا,TRUE,mukhtar.bok
أَفَتَمْرُونَهُ عَلَى مَا يَرَى,أفتمرونهعلىمايرى,	م ر ا,TRUE,mukhtar.bok
مَارَاهُ,ماراه,	م ر ا,TRUE,mukhtar.bok
مِرَاءً,مراأ,	م ر ا,TRUE,mukhtar.bok
الْمِرْيَةُ,المرية,	م ر ا,TRUE,mukhtar.bok
الِامْتِرَاءُ,الامتراأ,	م ر ا,TRUE,mukhtar.bok
التَّمَارِي,التماري,	م ر ا,TRUE,mukhtar.bok
مَرْوُ,مرو,	م ر ا,TRUE,mukhtar.bok
مَرْوَزِيٌّ,مروزي,	م ر ا,TRUE,mukhtar.bok
مَرْوِيٌّ,مروي,	م ر ا,TRUE,mukhtar.bok
مَزَجَ,مزج,	م ز ج,TRUE,mukhtar.bok
مِزَاجُ,مزاج,	م ز ج,TRUE,mukhtar.bok
الْمَزْحُ,المزح,	م ز ح,TRUE,mukhtar.bok
الْمُزَاحُ,المزاح,	م ز ح,TRUE,mukhtar.bok
الْمُزَاحَةُ,المزاحة,	م ز ح,TRUE,mukhtar.bok
الْمِزَاحُ,المزاح,	م ز ح,TRUE,mukhtar.bok
مَازَحَهُ,مازحه,	م ز ح,TRUE,mukhtar.bok
يَتَمَازَحَانِ,يتمازحان,	م ز ح,TRUE,mukhtar.bok
الْمِزْرُ,المزر,	م ز ر,TRUE,mukhtar.bok
مَزَّهُ,مزه,	م ز ز,TRUE,mukhtar.bok
الْمَزَّةُ,المزة,	م ز ز,TRUE,mukhtar.bok
مُزٌّ,مز,	م ز ز,TRUE,mukhtar.bok
الْمَزْمَزَةُ,المزمزة,	م ز ز,TRUE,mukhtar.bok
مَزْمِزُوهُ,مزمزوه,	م ز ز,TRUE,mukhtar.bok
يَتَمَزَّعُ,يتمزع,	م ز ع,TRUE,mukhtar.bok
مَزَقَ,مزق,	م ز ق,TRUE,mukhtar.bok
مَزَّقَ,مزق,	م ز ق,TRUE,mukhtar.bok
تَمْزِيقًا,تمزيقا,	م ز ق,TRUE,mukhtar.bok
فَتَمَزَّقَ,فتمزق,	م ز ق,TRUE,mukhtar.bok
الْمُمَزَّقُ,الممزق,	م ز ق,TRUE,mukhtar.bok
الْمِزَقُ,المزق,	م ز ق,TRUE,mukhtar.bok
مِزْقَةٌ,مزقة,	م ز ق,TRUE,mukhtar.bok
الْمُزْنَةُ,المزنة,	م ز ن,TRUE,mukhtar.bok
مُزْنٌ,مزن,	م ز ن,TRUE,mukhtar.bok
الْمُزْنَةُ,المزنة,	م ز ن,TRUE,mukhtar.bok
الْمَزِيَّةُ,المزية,	م ز ا,TRUE,mukhtar.bok
مَزِيَّةٌ,مزية,	م ز ا,TRUE,mukhtar.bok
مَسَحَ,مسح,	م س ح,TRUE,mukhtar.bok
تَمَسَّحَ,تمسح,	م س ح,TRUE,mukhtar.bok
مَسَحَ,مسح,	م س ح,TRUE,mukhtar.bok
مِسَاحَةً,مساحة,	م س ح,TRUE,mukhtar.bok
مَسَحَهُ,مسحه,	م س ح,TRUE,mukhtar.bok
الْمَسِيحُ,المسيح,	م س ح,TRUE,mukhtar.bok
الْمِسْحُ,المسح,	م س ح,TRUE,mukhtar.bok
أَمْسَاحٌ,أمساح,	م س ح,TRUE,mukhtar.bok
مُسُوحٌ,مسوح,	م س ح,TRUE,mukhtar.bok
التِّمْسَاحُ,التمساح,	م س ح,TRUE,mukhtar.bok
الْمَسْخُ,المسخ,	م س خ,TRUE,mukhtar.bok
مَسَخَهُ,مسخه,	م س خ,TRUE,mukhtar.bok
الْمَسَدُ,المسد,	م س د,TRUE,mukhtar.bok
مَسَدَ,مسد,	م س د,TRUE,mukhtar.bok
مَسَّ,مس,	م س س,TRUE,mukhtar.bok
مَسًّا,مسا,	م س س,TRUE,mukhtar.bok
مِسْتُ,مست,	م س س,TRUE,mukhtar.bok
أَمَسَّهُ,أمسه,	م س س,TRUE,mukhtar.bok
فَمَسَّهُ,فمسه,	م س س,TRUE,mukhtar.bok
الْمَسِيسُ,المسيس,	م س س,TRUE,mukhtar.bok
الْمُمَاسَّةُ,المماسة,	م س س,TRUE,mukhtar.bok
التَّمَاسُّ,التماس,	م س س,TRUE,mukhtar.bok
مَاسَّةٌ,ماسة,	م س س,TRUE,mukhtar.bok
مَسَّتْ,مست,	م س س,TRUE,mukhtar.bok
أَمْسَكَ,أمسك,	م س ك,TRUE,mukhtar.bok
تَمَسَّكَ,تمسك,	م س ك,TRUE,mukhtar.bok
اسْتَمْسَكَ,استمسك,	م س ك,TRUE,mukhtar.bok
امْتَسَكَ,امتسك,	م س ك,TRUE,mukhtar.bok
مَسَّكَ,مسك,	م س ك,TRUE,mukhtar.bok
تَمْسِيكًا,تمسيكا,	م س ك,TRUE,mukhtar.bok
وَلَا تُمَسِّكُوا بِعِصَمِ الْكَوَافِرِ,ولاتمسكوابعصمالكوافر,	م س ك,TRUE,mukhtar.bok
أَمْسَكَ,أمسك,	م س ك,TRUE,mukhtar.bok
تَمَاسَكَ,تماسك,	م س ك,TRUE,mukhtar.bok
الْإِمْسَاكُ,الأمساك,	م س ك,TRUE,mukhtar.bok
مُسْكَةٌ,مسكة,	م س ك,TRUE,mukhtar.bok
الْمِسْكُ,المسك,	م س ك,TRUE,mukhtar.bok
الْمَسَاءُ,المساأ,	م س ا,TRUE,mukhtar.bok
الْإِمْسَاءُ,الأمساأ,	م س ا,TRUE,mukhtar.bok
أَمْسَى,أمسى,	م س ا,TRUE,mukhtar.bok
مُمْسًى,ممسى,	م س ا,TRUE,mukhtar.bok
مَشَجَ,مشج,	م ش ج,TRUE,mukhtar.bok
مَشِيجٌ,مشيج,	م ش ج,TRUE,mukhtar.bok
أَمْشَاجٌ,أمشاج,	م ش ج,TRUE,mukhtar.bok
الْمِشْمِشُ,المشمش,	م ش ش,TRUE,mukhtar.bok
الْمَاشُ,الماش,	م ش ش,TRUE,mukhtar.bok
امْتَشَطَتِ,امتشطت,	م ش ط,TRUE,mukhtar.bok
مَشَطَتْهَا الْمَاشِطَةُ,مشطتهاالماشطة,	م ش ط,TRUE,mukhtar.bok
الْمُشَاطَةُ,المشاطة,	م ش ط,TRUE,mukhtar.bok
الْمُشْطُ,المشط,	م ش ط,TRUE,mukhtar.bok
الْأَمْشَاطِ,الأمشاط,	م ش ط,TRUE,mukhtar.bok
الْمُشْطُ,المشط,	م ش ط,TRUE,mukhtar.bok
مُشْطُ,مشط,	م ش ط,TRUE,mukhtar.bok
الْمَشْقُ,المشق,	م ش ق,TRUE,mukhtar.bok
مَمْشُوقَةٌ,ممشوقة,	م ش ق,TRUE,mukhtar.bok
الْمِشَانُ,المشان,	م ش ن,TRUE,mukhtar.bok
مَشَى,مشى,	م ش ي,TRUE,mukhtar.bok
مَشَّى تَمْشِيَةً,مشىتمشية,	م ش ي,TRUE,mukhtar.bok
مَشَّاهُ,مشاه,	م ش ي,TRUE,mukhtar.bok
تَمَشَّتْ,تمشت,	م ش ي,TRUE,mukhtar.bok
اسْتَمْشَى,استمشى,	م ش ي,TRUE,mukhtar.bok
أَمْشَاهُ,أمشاه,	م ش ي,TRUE,mukhtar.bok
الْمَاشِيَةُ,الماشية,	م ش ي,TRUE,mukhtar.bok
الْمَوَاشِي,المواشي,	م ش ي,TRUE,mukhtar.bok
مِصْرُ,مصر,	م ص ر,TRUE,mukhtar.bok
الْمِصْرُ,المصر,	م ص ر,TRUE,mukhtar.bok
الْأَمْصَارِ,الأمصار,	م ص ر,TRUE,mukhtar.bok
الْمِصْرَانِ,المصران,	م ص ر,TRUE,mukhtar.bok
الْمَصِيرُ,المصير,	م ص ر,TRUE,mukhtar.bok
مُصْرَانٌ,مصران,	م ص ر,TRUE,mukhtar.bok
الْمَصَارِينُ,المصارين,	م ص ر,TRUE,mukhtar.bok
مَصَّرَ,مصر,	م ص ر,TRUE,mukhtar.bok
تَمْصِيرًا,تمصيرا,	م ص ر,TRUE,mukhtar.bok
مَصَّ,مص,	م ص ص,TRUE,mukhtar.bok
مَصًّا,مصا,	م ص ص,TRUE,mukhtar.bok
امْتَصَّهُ,امتصه,	م ص ص,TRUE,mukhtar.bok
التَّمَصُّصُ,التمصص,	م ص ص,TRUE,mukhtar.bok
أَمَصَّهُ,أمصه,	م ص ص,TRUE,mukhtar.bok
الْمَصْمَصَةُ,المصمصة,	م ص ص,TRUE,mukhtar.bok
الْمَصُوصُ,المصوص,	م ص ص,TRUE,mukhtar.bok
مَصِيصَةُ,مصيصة,	م ص ص,TRUE,mukhtar.bok
الْمَصْلُ,المصل,	م ص ل,TRUE,mukhtar.bok
الْمُصَالَةُ,المصالة,	م ص ل,TRUE,mukhtar.bok
مُضَرُ,مضر,	م ض ر,TRUE,mukhtar.bok
مَضَّرَهَا,مضرها,	م ض ر,TRUE,mukhtar.bok
الْمَضِيرَةُ,المضيرة,	م ض ر,TRUE,mukhtar.bok
أَمَضَّهُ,أمضه,	م ض ض,TRUE,mukhtar.bok
مَضَّهُ,مضه,	م ض ض,TRUE,mukhtar.bok
الْمَضَضُ,المضض,	م ض ض,TRUE,mukhtar.bok
الْمَضْمَضَةُ,المضمضة,	م ض ض,TRUE,mukhtar.bok
تَمَضْمَضَ,تمضمض,	م ض ض,TRUE,mukhtar.bok
مَضَغَ,مضغ,	م ض غ,TRUE,mukhtar.bok
الْمُضْغَةُ,المضغة,	م ض غ,TRUE,mukhtar.bok
مَضَى,مضى,	م ض ي,TRUE,mukhtar.bok
مُضِيًّا,مضيا,	م ض ي,TRUE,mukhtar.bok
مَضَى,مضى,	م ض ي,TRUE,mukhtar.bok
مَضَاءً,مضاأ,	م ض ي,TRUE,mukhtar.bok
مَضَيْتُ,مضيت,	م ض ي,TRUE,mukhtar.bok
مُضِيًّا,مضيا,	م ض ي,TRUE,mukhtar.bok
مَضَوْتُ,مضوت,	م ض ي,TRUE,mukhtar.bok
مَضُوًّا,مضوا,	م ض ي,TRUE,mukhtar.bok
